date,category,amount,month
2025-11-08,Seeds & Rootstock,1066.0,2025-11
2025-11-08,Electricity,374.0,2025-11
2025-11-08,Water,230.0,2025-11
2025-11-08,Equipment Maintenance,165.0,2025-11
2025-11-08,Transport,345.0,2025-11
2025-11-08,Packaging Materials,218.0,2025-11
2025-11-08,Miscellaneous,142.0,2025-11
2025-11-09,Labor - Regular,0.0,2025-11
2025-11-09,Labor - Overtime,0.0,2025-11
2025-11-09,Fertilizers,115.0,2025-11
2025-11-09,Pesticides & Fungicides,73.0,2025-11
2025-11-09,Seeds & Rootstock,72.0,2025-11
2025-11-09,Electricity,35.0,2025-11
2025-11-09,Water,19.0,2025-11
2025-11-09,Equipment Maintenance,26.0,2025-11
2025-11-09,Transport,29.0,2025-11
2025-11-09,Packaging Materials,27.0,2025-11
2025-11-09,Miscellaneous,16.0,2025-11
2025-11-10,Labor - Regular,3498.0,2025-11
2025-11-10,Labor - Overtime,669.0,2025-11
2025-11-10,Fertilizers,936.0,2025-11
2025-11-10,Pesticides & Fungicides,734.0,2025-11
2025-11-10,Seeds & Rootstock,785.0,2025-11
2025-11-10,Electricity,344.0,2025-11
2025-11-10,Water,212.0,2025-11
2025-11-10,Equipment Maintenance,345.0,2025-11
2025-11-10,Transport,286.0,2025-11
2025-11-10,Packaging Materials,228.0,2025-11
2025-11-10,Miscellaneous,164.0,2025-11
2025-11-11,Labor - Regular,3219.0,2025-11
2025-11-11,Labor - Overtime,415.0,2025-11
2025-11-11,Fertilizers,946.0,2025-11
2025-11-11,Pesticides & Fungicides,591.0,2025-11
2025-11-11,Seeds & Rootstock,696.0,2025-11
2025-11-11,Electricity,422.0,2025-11
2025-11-11,Water,218.0,2025-11
2025-11-11,Equipment Maintenance,213.0,2025-11
2025-11-11,Transport,328.0,2025-11
2025-11-11,Packaging Materials,248.0,2025-11
2025-11-11,Miscellaneous,84.0,2025-11
2025-11-12,Labor - Regular,3404.0,2025-11
2025-11-12,Labor - Overtime,354.0,2025-11
2025-11-12,Fertilizers,885.0,2025-11
2025-11-12,Pesticides & Fungicides,480.0,2025-11
2025-11-12,Seeds & Rootstock,1008.0,2025-11
2025-11-12,Electricity,352.0,2025-11
2025-11-12,Water,223.0,2025-11
2025-11-12,Equipment Maintenance,175.0,2025-11
2025-11-12,Transport,380.0,2025-11
2025-11-12,Packaging Materials,237.0,2025-11
2025-11-12,Miscellaneous,115.0,2025-11
2025-11-13,Labor - Regular,3264.0,2025-11
2025-11-13,Labor - Overtime,403.0,2025-11
2025-11-13,Fertilizers,1293.0,2025-11
2025-11-13,Pesticides & Fungicides,397.0,2025-11
2025-11-13,Seeds & Rootstock,614.0,2025-11
2025-11-13,Electricity,386.0,2025-11
2025-11-13,Water,217.0,2025-11
2025-11-13,Equipment Maintenance,275.0,2025-11
2025-11-13,Transport,365.0,2025-11
2025-11-13,Packaging Materials,227.0,2025-11
2025-11-13,Miscellaneous,186.0,2025-11
2025-11-14,Labor - Regular,3276.0,2025-11
2025-11-14,Labor - Overtime,509.0,2025-11
2025-11-14,Fertilizers,1450.0,2025-11
2025-11-14,Pesticides & Fungicides,402.0,2025-11
2025-11-14,Seeds & Rootstock,680.0,2025-11
2025-11-14,Electricity,418.0,2025-11
2025-11-14,Water,203.0,2025-11
2025-11-14,Equipment Maintenance,278.0,2025-11
2025-11-14,Transport,340.0,2025-11
2025-11-14,Packaging Materials,233.0,2025-11
2025-11-14,Miscellaneous,202.0,2025-11
2025-11-15,Labor - Regular,3430.0,2025-11
2025-11-15,Labor - Overtime,421.0,2025-11
2025-11-15,Fertilizers,955.0,2025-11
2025-11-15,Pesticides & Fungicides,536.0,2025-11
2025-11-15,Seeds & Rootstock,718.0,2025-11
2025-11-15,Electricity,413.0,2025-11
2025-11-15,Water,240.0,2025-11
2025-11-15,Equipment Maintenance,231.0,2025-11
2025-11-15,Transport,360.0,2025-11
2025-11-15,Packaging Materials,249.0,2025-11
2025-11-15,Miscellaneous,116.0,2025-11
2025-11-16,Labor - Regular,0.0,2025-11
2025-11-16,Labor - Overtime,0.0,2025-11
2025-11-16,Fertilizers,110.0,2025-11
2025-11-16,Pesticides & Fungicides,73.0,2025-11
2025-11-16,Seeds & Rootstock,98.0,2025-11
2025-11-16,Electricity,39.0,2025-11
2025-11-16,Water,23.0,2025-11
2025-11-16,Equipment Maintenance,29.0,2025-11
2025-11-16,Transport,33.0,2025-11
2025-11-16,Packaging Materials,28.0,2025-11
2025-11-16,Miscellaneous,12.0,2025-11
2025-11-17,Labor - Regular,3247.0,2025-11
2025-11-17,Labor - Overtime,364.0,2025-11
2025-11-17,Fertilizers,1423.0,2025-11
2025-11-17,Pesticides & Fungicides,747.0,2025-11
2025-11-17,Seeds & Rootstock,818.0,2025-11
2025-11-17,Electricity,426.0,2025-11
2025-11-17,Water,197.0,2025-11
2025-11-17,Equipment Maintenance,292.0,2025-11
2025-11-17,Transport,276.0,2025-11
2025-11-17,Packaging Materials,249.0,2025-11
2025-11-17,Miscellaneous,228.0,2025-11
2025-11-18,Labor - Regular,3241.0,2025-11
2025-11-18,Labor - Overtime,511.0,2025-11
2025-11-18,Fertilizers,1115.0,2025-11
2025-11-18,Pesticides & Fungicides,553.0,2025-11
2025-11-18,Seeds & Rootstock,658.0,2025-11
2025-11-18,Electricity,457.0,2025-11
2025-11-18,Water,166.0,2025-11
2025-11-18,Equipment Maintenance,224.0,2025-11
2025-11-18,Transport,256.0,2025-11
2025-11-18,Packaging Materials,270.0,2025-11
2025-11-18,Miscellaneous,137.0,2025-11
2025-11-19,Labor - Regular,3480.0,2025-11
2025-11-19,Labor - Overtime,650.0,2025-11
2025-11-19,Fertilizers,1052.0,2025-11
2025-11-19,Pesticides & Fungicides,547.0,2025-11
2025-11-19,Seeds & Rootstock,920.0,2025-11
2025-11-19,Electricity,386.0,2025-11
2025-11-19,Water,213.0,2025-11
2025-11-19,Equipment Maintenance,171.0,2025-11
2025-11-19,Transport,397.0,2025-11
2025-11-19,Packaging Materials,256.0,2025-11
2025-11-19,Miscellaneous,228.0,2025-11
2025-11-20,Labor - Regular,3254.0,2025-11
2025-11-20,Labor - Overtime,538.0,2025-11
2025-11-20,Fertilizers,1174.0,2025-11
2025-11-20,Pesticides & Fungicides,504.0,2025-11
2025-11-20,Seeds & Rootstock,1057.0,2025-11
2025-11-20,Electricity,400.0,2025-11
2025-11-20,Water,174.0,2025-11
2025-11-20,Equipment Maintenance,235.0,2025-11
2025-11-20,Transport,336.0,2025-11
2025-11-20,Packaging Materials,253.0,2025-11
2025-11-20,Miscellaneous,230.0,2025-11
2025-11-21,Labor - Regular,3189.0,2025-11
2025-11-21,Labor - Overtime,323.0,2025-11
2025-11-21,Fertilizers,911.0,2025-11
2025-11-21,Pesticides & Fungicides,583.0,2025-11
2025-11-21,Seeds & Rootstock,995.0,2025-11
2025-11-21,Electricity,384.0,2025-11
2025-11-21,Water,196.0,2025-11
2025-11-21,Equipment Maintenance,360.0,2025-11
2025-11-21,Transport,317.0,2025-11
2025-11-21,Packaging Materials,206.0,2025-11
2025-11-21,Miscellaneous,152.0,2025-11
2025-11-22,Labor - Regular,3395.0,2025-11
2025-11-22,Labor - Overtime,381.0,2025-11
2025-11-22,Fertilizers,974.0,2025-11
2025-11-22,Pesticides & Fungicides,485.0,2025-11
2025-11-22,Seeds & Rootstock,864.0,2025-11
2025-11-22,Electricity,395.0,2025-11
2025-11-22,Water,223.0,2025-11
2025-11-22,Equipment Maintenance,334.0,2025-11
2025-11-22,Transport,403.0,2025-11
2025-11-22,Packaging Materials,259.0,2025-11
2025-11-22,Miscellaneous,158.0,2025-11
2025-11-23,Labor - Regular,0.0,2025-11
2025-11-23,Labor - Overtime,0.0,2025-11
2025-11-23,Fertilizers,125.0,2025-11
2025-11-23,Pesticides & Fungicides,40.0,2025-11
2025-11-23,Seeds & Rootstock,64.0,2025-11
2025-11-23,Electricity,43.0,2025-11
2025-11-23,Water,23.0,2025-11
2025-11-23,Equipment Maintenance,35.0,2025-11
2025-11-23,Transport,31.0,2025-11
2025-11-23,Packaging Materials,27.0,2025-11
2025-11-23,Miscellaneous,12.0,2025-11
2025-11-24,Labor - Regular,3495.0,2025-11
2025-11-24,Labor - Overtime,447.0,2025-11
2025-11-24,Fertilizers,1360.0,2025-11
2025-11-24,Pesticides & Fungicides,516.0,2025-11
2025-11-24,Seeds & Rootstock,1074.0,2025-11
2025-11-24,Electricity,426.0,2025-11
2025-11-24,Water,228.0,2025-11
2025-11-24,Equipment Maintenance,283.0,2025-11
2025-11-24,Transport,355.0,2025-11
2025-11-24,Packaging Materials,245.0,2025-11
2025-11-24,Miscellaneous,171.0,2025-11
2025-11-25,Labor - Regular,3407.0,2025-11
2025-11-25,Labor - Overtime,635.0,2025-11
2025-11-25,Fertilizers,1366.0,2025-11
2025-11-25,Pesticides & Fungicides,710.0,2025-11
2025-11-25,Seeds & Rootstock,820.0,2025-11
2025-11-25,Electricity,417.0,2025-11
2025-11-25,Water,211.0,2025-11
2025-11-25,Equipment Maintenance,310.0,2025-11
2025-11-25,Transport,407.0,2025-11
2025-11-25,Packaging Materials,240.0,2025-11
2025-11-25,Miscellaneous,103.0,2025-11
2025-11-26,Labor - Regular,3206.0,2025-11
2025-11-26,Labor - Overtime,380.0,2025-11
2025-11-26,Fertilizers,1377.0,2025-11
2025-11-26,Pesticides & Fungicides,750.0,2025-11
2025-11-26,Seeds & Rootstock,812.0,2025-11
2025-11-26,Electricity,393.0,2025-11
2025-11-26,Water,199.0,2025-11
2025-11-26,Equipment Maintenance,292.0,2025-11
2025-11-26,Transport,310.0,2025-11
2025-11-26,Packaging Materials,222.0,2025-11
2025-11-26,Miscellaneous,128.0,2025-11
2025-11-27,Labor - Regular,3181.0,2025-11
2025-11-27,Labor - Overtime,569.0,2025-11
2025-11-27,Fertilizers,937.0,2025-11
2025-11-27,Pesticides & Fungicides,592.0,2025-11
2025-11-27,Seeds & Rootstock,1053.0,2025-11
2025-11-27,Electricity,439.0,2025-11
2025-11-27,Water,198.0,2025-11
2025-11-27,Equipment Maintenance,172.0,2025-11
2025-11-27,Transport,382.0,2025-11
2025-11-27,Packaging Materials,252.0,2025-11
2025-11-27,Miscellaneous,144.0,2025-11
2025-11-28,Labor - Regular,3314.0,2025-11
2025-11-28,Labor - Overtime,660.0,2025-11
2025-11-28,Fertilizers,973.0,2025-11
2025-11-28,Pesticides & Fungicides,666.0,2025-11
2025-11-28,Seeds & Rootstock,945.0,2025-11
2025-11-28,Electricity,441.0,2025-11
2025-11-28,Water,235.0,2025-11
2025-11-28,Equipment Maintenance,195.0,2025-11
2025-11-28,Transport,398.0,2025-11
2025-11-28,Packaging Materials,272.0,2025-11
2025-11-28,Miscellaneous,165.0,2025-11
2025-11-29,Labor - Regular,3456.0,2025-11
2025-11-29,Labor - Overtime,466.0,2025-11
2025-11-29,Fertilizers,1194.0,2025-11
2025-11-29,Pesticides & Fungicides,580.0,2025-11
2025-11-29,Seeds & Rootstock,971.0,2025-11
2025-11-29,Electricity,381.0,2025-11
2025-11-29,Water,189.0,2025-11
2025-11-29,Equipment Maintenance,345.0,2025-11
2025-11-29,Transport,403.0,2025-11
2025-11-29,Packaging Materials,200.0,2025-11
2025-11-29,Miscellaneous,246.0,2025-11
2025-11-30,Labor - Regular,0.0,2025-11
2025-11-30,Labor - Overtime,0.0,2025-11
2025-11-30,Fertilizers,97.0,2025-11
2025-11-30,Pesticides & Fungicides,70.0,2025-11
2025-11-30,Seeds & Rootstock,63.0,2025-11
2025-11-30,Electricity,42.0,2025-11
2025-11-30,Water,19.0,2025-11
2025-11-30,Equipment Maintenance,20.0,2025-11
2025-11-30,Transport,28.0,2025-11
2025-11-30,Packaging Materials,20.0,2025-11
2025-11-30,Miscellaneous,17.0,2025-11
2025-12-01,Labor - Regular,3258.0,2025-12
2025-12-01,Labor - Overtime,501.0,2025-12
2025-12-01,Fertilizers,1326.0,2025-12
2025-12-01,Pesticides & Fungicides,530.0,2025-12
2025-12-01,Seeds & Rootstock,684.0,2025-12
2025-12-01,Electricity,394.0,2025-12
2025-12-01,Water,166.0,2025-12
2025-12-01,Equipment Maintenance,185.0,2025-12
2025-12-01,Transport,267.0,2025-12
2025-12-01,Packaging Materials,211.0,2025-12
2025-12-01,Miscellaneous,219.0,2025-12
2025-12-02,Labor - Regular,3421.0,2025-12
2025-12-02,Labor - Overtime,338.0,2025-12
2025-12-02,Fertilizers,936.0,2025-12
2025-12-02,Pesticides & Fungicides,650.0,2025-12
2025-12-02,Seeds & Rootstock,695.0,2025-12
2025-12-02,Electricity,341.0,2025-12
2025-12-02,Water,188.0,2025-12
2025-12-02,Equipment Maintenance,321.0,2025-12
2025-12-02,Transport,329.0,2025-12
2025-12-02,Packaging Materials,239.0,2025-12
2025-12-02,Miscellaneous,144.0,2025-12
2025-12-03,Labor - Regular,3333.0,2025-12
2025-12-03,Labor - Overtime,592.0,2025-12
2025-12-03,Fertilizers,1026.0,2025-12
2025-12-03,Pesticides & Fungicides,787.0,2025-12
2025-12-03,Seeds & Rootstock,855.0,2025-12
2025-12-03,Electricity,346.0,2025-12
2025-12-03,Water,223.0,2025-12
2025-12-03,Equipment Maintenance,327.0,2025-12
2025-12-03,Transport,317.0,2025-12
2025-12-03,Packaging Materials,194.0,2025-12
2025-12-03,Miscellaneous,141.0,2025-12
2025-12-04,Labor - Regular,3254.0,2025-12
2025-12-04,Labor - Overtime,616.0,2025-12
2025-12-04,Fertilizers,1127.0,2025-12
2025-12-04,Pesticides & Fungicides,602.0,2025-12
2025-12-04,Seeds & Rootstock,740.0,2025-12
2025-12-04,Electricity,443.0,2025-12
2025-12-04,Water,204.0,2025-12
2025-12-04,Equipment Maintenance,263.0,2025-12
2025-12-04,Transport,396.0,2025-12
2025-12-04,Packaging Materials,197.0,2025-12
2025-12-04,Miscellaneous,157.0,2025-12
2025-12-05,Labor - Regular,3417.0,2025-12
2025-12-05,Labor - Overtime,520.0,2025-12
2025-12-05,Fertilizers,983.0,2025-12
2025-12-05,Pesticides & Fungicides,676.0,2025-12
2025-12-05,Seeds & Rootstock,983.0,2025-12
2025-12-05,Electricity,447.0,2025-12
2025-12-05,Water,238.0,2025-12
2025-12-05,Equipment Maintenance,250.0,2025-12
2025-12-05,Transport,404.0,2025-12
2025-12-05,Packaging Materials,207.0,2025-12
2025-12-05,Miscellaneous,112.0,2025-12
2025-12-06,Labor - Regular,3271.0,2025-12
2025-12-06,Labor - Overtime,558.0,2025-12
2025-12-06,Fertilizers,1291.0,2025-12
2025-12-06,Pesticides & Fungicides,433.0,2025-12
2025-12-06,Seeds & Rootstock,1076.0,2025-12
2025-12-06,Electricity,379.0,2025-12
2025-12-06,Water,186.0,2025-12
2025-12-06,Equipment Maintenance,228.0,2025-12
2025-12-06,Transport,396.0,2025-12
2025-12-06,Packaging Materials,258.0,2025-12
2025-12-06,Miscellaneous,133.0,2025-12
2025-12-07,Labor - Regular,0.0,2025-12
2025-12-07,Labor - Overtime,0.0,2025-12
2025-12-07,Fertilizers,106.0,2025-12
2025-12-07,Pesticides & Fungicides,66.0,2025-12
2025-12-07,Seeds & Rootstock,97.0,2025-12
2025-12-07,Electricity,43.0,2025-12
2025-12-07,Water,19.0,2025-12
2025-12-07,Equipment Maintenance,29.0,2025-12
2025-12-07,Transport,42.0,2025-12
2025-12-07,Packaging Materials,24.0,2025-12
2025-12-07,Miscellaneous,16.0,2025-12
2025-12-08,Labor - Regular,3298.0,2025-12
2025-12-08,Labor - Overtime,524.0,2025-12
2025-12-08,Fertilizers,1431.0,2025-12
2025-12-08,Pesticides & Fungicides,465.0,2025-12
2025-12-08,Seeds & Rootstock,781.0,2025-12
2025-12-08,Electricity,364.0,2025-12
2025-12-08,Water,228.0,2025-12
2025-12-08,Equipment Maintenance,238.0,2025-12
2025-12-08,Transport,349.0,2025-12
2025-12-08,Packaging Materials,270.0,2025-12
2025-12-08,Miscellaneous,222.0,2025-12
2025-12-09,Labor - Regular,3453.0,2025-12
2025-12-09,Labor - Overtime,380.0,2025-12
2025-12-09,Fertilizers,957.0,2025-12
2025-12-09,Pesticides & Fungicides,453.0,2025-12
2025-12-09,Seeds & Rootstock,828.0,2025-12
2025-12-09,Electricity,460.0,2025-12
2025-12-09,Water,198.0,2025-12
2025-12-09,Equipment Maintenance,302.0,2025-12
2025-12-09,Transport,307.0,2025-12
2025-12-09,Packaging Materials,256.0,2025-12
2025-12-09,Miscellaneous,233.0,2025-12
2025-12-10,Labor - Regular,3214.0,2025-12
2025-12-10,Labor - Overtime,617.0,2025-12
2025-12-10,Fertilizers,1029.0,2025-12
2025-12-10,Pesticides & Fungicides,616.0,2025-12
2025-12-10,Seeds & Rootstock,831.0,2025-12
2025-12-10,Electricity,379.0,2025-12
2025-12-10,Water,213.0,2025-12
2025-12-10,Equipment Maintenance,166.0,2025-12
2025-12-10,Transport,354.0,2025-12
2025-12-10,Packaging Materials,269.0,2025-12
2025-12-10,Miscellaneous,195.0,2025-12
2025-12-11,Labor - Regular,3286.0,2025-12
2025-12-11,Labor - Overtime,651.0,2025-12
2025-12-11,Fertilizers,1064.0,2025-12
2025-12-11,Pesticides & Fungicides,537.0,2025-12
2025-12-11,Seeds & Rootstock,856.0,2025-12
2025-12-11,Electricity,394.0,2025-12
2025-12-11,Water,238.0,2025-12
2025-12-11,Equipment Maintenance,360.0,2025-12
2025-12-11,Transport,356.0,2025-12
2025-12-11,Packaging Materials,235.0,2025-12
2025-12-11,Miscellaneous,135.0,2025-12
2025-12-12,Labor - Regular,3307.0,2025-12
2025-12-12,Labor - Overtime,516.0,2025-12
2025-12-12,Fertilizers,1239.0,2025-12
2025-12-12,Pesticides & Fungicides,676.0,2025-12
2025-12-12,Seeds & Rootstock,1019.0,2025-12
2025-12-12,Electricity,351.0,2025-12
2025-12-12,Water,205.0,2025-12
2025-12-12,Equipment Maintenance,191.0,2025-12
2025-12-12,Transport,309.0,2025-12
2025-12-12,Packaging Materials,259.0,2025-12
2025-12-12,Miscellaneous,125.0,2025-12
2025-12-13,Labor - Regular,3251.0,2025-12
2025-12-13,Labor - Overtime,373.0,2025-12
2025-12-13,Fertilizers,1343.0,2025-12
2025-12-13,Pesticides & Fungicides,526.0,2025-12
2025-12-13,Seeds & Rootstock,1071.0,2025-12
2025-12-13,Electricity,393.0,2025-12
2025-12-13,Water,170.0,2025-12
2025-12-13,Equipment Maintenance,319.0,2025-12
2025-12-13,Transport,400.0,2025-12
2025-12-13,Packaging Materials,210.0,2025-12
2025-12-13,Miscellaneous,223.0,2025-12
2025-12-14,Labor - Regular,0.0,2025-12
2025-12-14,Labor - Overtime,0.0,2025-12
2025-12-14,Fertilizers,108.0,2025-12
2025-12-14,Pesticides & Fungicides,45.0,2025-12
2025-12-14,Seeds & Rootstock,70.0,2025-12
2025-12-14,Electricity,45.0,2025-12
2025-12-14,Water,19.0,2025-12
2025-12-14,Equipment Maintenance,22.0,2025-12
2025-12-14,Transport,37.0,2025-12
2025-12-14,Packaging Materials,22.0,2025-12
2025-12-14,Miscellaneous,24.0,2025-12
2025-12-15,Labor - Regular,3222.0,2025-12
2025-12-15,Labor - Overtime,439.0,2025-12
2025-12-15,Fertilizers,1248.0,2025-12
2025-12-15,Pesticides & Fungicides,644.0,2025-12
2025-12-15,Seeds & Rootstock,628.0,2025-12
2025-12-15,Electricity,437.0,2025-12
2025-12-15,Water,169.0,2025-12
2025-12-15,Equipment Maintenance,175.0,2025-12
2025-12-15,Transport,394.0,2025-12
2025-12-15,Packaging Materials,246.0,2025-12
2025-12-15,Miscellaneous,209.0,2025-12
2025-12-16,Labor - Regular,3377.0,2025-12
2025-12-16,Labor - Overtime,336.0,2025-12
2025-12-16,Fertilizers,1042.0,2025-12
2025-12-16,Pesticides & Fungicides,695.0,2025-12
2025-12-16,Seeds & Rootstock,614.0,2025-12
2025-12-16,Electricity,404.0,2025-12
2025-12-16,Water,203.0,2025-12
2025-12-16,Equipment Maintenance,262.0,2025-12
2025-12-16,Transport,313.0,2025-12
2025-12-16,Packaging Materials,261.0,2025-12
2025-12-16,Miscellaneous,168.0,2025-12
2025-12-17,Labor - Regular,3364.0,2025-12
2025-12-17,Labor - Overtime,563.0,2025-12
2025-12-17,Fertilizers,1272.0,2025-12
2025-12-17,Pesticides & Fungicides,739.0,2025-12
2025-12-17,Seeds & Rootstock,712.0,2025-12
2025-12-17,Electricity,377.0,2025-12
2025-12-17,Water,207.0,2025-12
2025-12-17,Equipment Maintenance,371.0,2025-12
2025-12-17,Transport,260.0,2025-12
2025-12-17,Packaging Materials,207.0,2025-12
2025-12-17,Miscellaneous,153.0,2025-12
2025-12-18,Labor - Regular,3195.0,2025-12
2025-12-18,Labor - Overtime,667.0,2025-12
2025-12-18,Fertilizers,1051.0,2025-12
2025-12-18,Pesticides & Fungicides,509.0,2025-12
2025-12-18,Seeds & Rootstock,652.0,2025-12
2025-12-18,Electricity,377.0,2025-12
2025-12-18,Water,210.0,2025-12
2025-12-18,Equipment Maintenance,177.0,2025-12
2025-12-18,Transport,308.0,2025-12
2025-12-18,Packaging Materials,254.0,2025-12
2025-12-18,Miscellaneous,214.0,2025-12
2025-12-19,Labor - Regular,3398.0,2025-12
2025-12-19,Labor - Overtime,459.0,2025-12
2025-12-19,Fertilizers,1143.0,2025-12
2025-12-19,Pesticides & Fungicides,661.0,2025-12
2025-12-19,Seeds & Rootstock,1045.0,2025-12
2025-12-19,Electricity,453.0,2025-12
2025-12-19,Water,217.0,2025-12
2025-12-19,Equipment Maintenance,229.0,2025-12
2025-12-19,Transport,382.0,2025-12
2025-12-19,Packaging Materials,269.0,2025-12
2025-12-19,Miscellaneous,103.0,2025-12
2025-12-20,Labor - Regular,3414.0,2025-12
2025-12-20,Labor - Overtime,654.0,2025-12
2025-12-20,Fertilizers,1024.0,2025-12
2025-12-20,Pesticides & Fungicides,522.0,2025-12
2025-12-20,Seeds & Rootstock,1073.0,2025-12
2025-12-20,Electricity,371.0,2025-12
2025-12-20,Water,205.0,2025-12
2025-12-20,Equipment Maintenance,257.0,2025-12
2025-12-20,Transport,334.0,2025-12
2025-12-20,Packaging Materials,195.0,2025-12
2025-12-20,Miscellaneous,171.0,2025-12
2025-12-21,Labor - Regular,0.0,2025-12
2025-12-21,Labor - Overtime,0.0,2025-12
2025-12-21,Fertilizers,92.0,2025-12
2025-12-21,Pesticides & Fungicides,57.0,2025-12
2025-12-21,Seeds & Rootstock,81.0,2025-12
2025-12-21,Electricity,36.0,2025-12
2025-12-21,Water,17.0,2025-12
2025-12-21,Equipment Maintenance,18.0,2025-12
2025-12-21,Transport,35.0,2025-12
2025-12-21,Packaging Materials,26.0,2025-12
2025-12-21,Miscellaneous,23.0,2025-12
2025-12-22,Labor - Regular,3406.0,2025-12
2025-12-22,Labor - Overtime,517.0,2025-12
2025-12-22,Fertilizers,1193.0,2025-12
2025-12-22,Pesticides & Fungicides,453.0,2025-12
2025-12-22,Seeds & Rootstock,722.0,2025-12
2025-12-22,Electricity,423.0,2025-12
2025-12-22,Water,190.0,2025-12
2025-12-22,Equipment Maintenance,201.0,2025-12
2025-12-22,Transport,345.0,2025-12
2025-12-22,Packaging Materials,231.0,2025-12
2025-12-22,Miscellaneous,159.0,2025-12
2025-12-23,Labor - Regular,3249.0,2025-12
2025-12-23,Labor - Overtime,590.0,2025-12
2025-12-23,Fertilizers,1030.0,2025-12
2025-12-23,Pesticides & Fungicides,514.0,2025-12
2025-12-23,Seeds & Rootstock,697.0,2025-12
2025-12-23,Electricity,392.0,2025-12
2025-12-23,Water,177.0,2025-12
2025-12-23,Equipment Maintenance,242.0,2025-12
2025-12-23,Transport,380.0,2025-12
2025-12-23,Packaging Materials,203.0,2025-12
2025-12-23,Miscellaneous,143.0,2025-12
2025-12-24,Labor - Regular,3270.0,2025-12
2025-12-24,Labor - Overtime,620.0,2025-12
2025-12-24,Fertilizers,1085.0,2025-12
2025-12-24,Pesticides & Fungicides,663.0,2025-12
2025-12-24,Seeds & Rootstock,652.0,2025-12
2025-12-24,Electricity,374.0,2025-12
2025-12-24,Water,171.0,2025-12
2025-12-24,Equipment Maintenance,259.0,2025-12
2025-12-24,Transport,342.0,2025-12
2025-12-24,Packaging Materials,268.0,2025-12
2025-12-24,Miscellaneous,238.0,2025-12
2025-12-25,Labor - Regular,3453.0,2025-12
2025-12-25,Labor - Overtime,452.0,2025-12
2025-12-25,Fertilizers,1056.0,2025-12
2025-12-25,Pesticides & Fungicides,752.0,2025-12
2025-12-25,Seeds & Rootstock,648.0,2025-12
2025-12-25,Electricity,446.0,2025-12
2025-12-25,Water,203.0,2025-12
2025-12-25,Equipment Maintenance,348.0,2025-12
2025-12-25,Transport,259.0,2025-12
2025-12-25,Packaging Materials,232.0,2025-12
2025-12-25,Miscellaneous,191.0,2025-12
2025-12-26,Labor - Regular,3355.0,2025-12
2025-12-26,Labor - Overtime,475.0,2025-12
2025-12-26,Fertilizers,1154.0,2025-12
2025-12-26,Pesticides & Fungicides,746.0,2025-12
2025-12-26,Seeds & Rootstock,1016.0,2025-12
2025-12-26,Electricity,437.0,2025-12
2025-12-26,Water,238.0,2025-12
2025-12-26,Equipment Maintenance,282.0,2025-12
2025-12-26,Transport,323.0,2025-12
2025-12-26,Packaging Materials,208.0,2025-12
2025-12-26,Miscellaneous,213.0,2025-12
2025-12-27,Labor - Regular,3285.0,2025-12
2025-12-27,Labor - Overtime,369.0,2025-12
2025-12-27,Fertilizers,1182.0,2025-12
2025-12-27,Pesticides & Fungicides,559.0,2025-12
2025-12-27,Seeds & Rootstock,1035.0,2025-12
2025-12-27,Electricity,390.0,2025-12
2025-12-27,Water,207.0,2025-12
2025-12-27,Equipment Maintenance,180.0,2025-12
2025-12-27,Transport,371.0,2025-12
2025-12-27,Packaging Materials,199.0,2025-12
2025-12-27,Miscellaneous,178.0,2025-12
2025-12-28,Labor - Regular,0.0,2025-12
2025-12-28,Labor - Overtime,0.0,2025-12
2025-12-28,Fertilizers,132.0,2025-12
2025-12-28,Pesticides & Fungicides,63.0,2025-12
2025-12-28,Seeds & Rootstock,89.0,2025-12
2025-12-28,Electricity,43.0,2025-12
2025-12-28,Water,19.0,2025-12
2025-12-28,Equipment Maintenance,31.0,2025-12
2025-12-28,Transport,30.0,2025-12
2025-12-28,Packaging Materials,19.0,2025-12
2025-12-28,Miscellaneous,18.0,2025-12
2025-12-29,Labor - Regular,3188.0,2025-12
2025-12-29,Labor - Overtime,338.0,2025-12
2025-12-29,Fertilizers,910.0,2025-12
2025-12-29,Pesticides & Fungicides,667.0,2025-12
2025-12-29,Seeds & Rootstock,606.0,2025-12
2025-12-29,Electricity,368.0,2025-12
2025-12-29,Water,236.0,2025-12
2025-12-29,Equipment Maintenance,350.0,2025-12
2025-12-29,Transport,284.0,2025-12
2025-12-29,Packaging Materials,255.0,2025-12
2025-12-29,Miscellaneous,114.0,2025-12
2025-12-30,Labor - Regular,3369.0,2025-12
2025-12-30,Labor - Overtime,537.0,2025-12
2025-12-30,Fertilizers,958.0,2025-12
2025-12-30,Pesticides & Fungicides,624.0,2025-12
2025-12-30,Seeds & Rootstock,792.0,2025-12
2025-12-30,Electricity,390.0,2025-12
2025-12-30,Water,163.0,2025-12
2025-12-30,Equipment Maintenance,243.0,2025-12
2025-12-30,Transport,319.0,2025-12
2025-12-30,Packaging Materials,267.0,2025-12
2025-12-30,Miscellaneous,182.0,2025-12
2025-12-31,Labor - Regular,3366.0,2025-12
2025-12-31,Labor - Overtime,671.0,2025-12
2025-12-31,Fertilizers,985.0,2025-12
2025-12-31,Pesticides & Fungicides,582.0,2025-12
2025-12-31,Seeds & Rootstock,736.0,2025-12
2025-12-31,Electricity,398.0,2025-12
2025-12-31,Water,191.0,2025-12
